Date,Open,High,Low,Close,Adj Close,Volume
2023-10-30,34531.742188,34843.933594,34110.972656,34502.363281,34502.363281,17184860315
2023-10-31,34500.078125,34719.253906,34083.308594,34667.781250,34667.781250,15758270810
2023-11-01,34657.273438,35527.929688,34170.691406,35437.253906,35437.253906,22446272005
2023-11-02,35441.578125,35919.843750,34401.574219,34938.242188,34938.242188,20998158544
2023-11-03,34942.472656,34942.472656,34133.441406,34732.324219,34732.324219,17158456701
2023-11-04,34736.324219,35256.031250,34616.691406,35082.195313,35082.195313,9561294264
2023-11-05,35090.011719,35340.339844,34594.242188,35049.355469,35049.355469,12412743996
2023-11-06,35044.789063,35286.027344,34765.363281,35037.371094,35037.371094,12693436420
2023-11-07,35047.792969,35892.417969,34545.816406,35443.562500,35443.562500,18834737789
2023-11-08,35419.476563,35994.417969,35147.800781,35655.277344,35655.277344,17295394918
2023-11-09,35633.632813,37926.257813,35592.101563,36693.125000,36693.125000,37762672382
2023-11-10,36702.250000,37493.800781,36362.753906,37313.968750,37313.968750,22711265155
2023-11-11,37310.070313,37407.093750,36773.667969,37138.050781,37138.050781,13924272142
2023-11-12,37133.992188,37227.691406,36779.117188,37054.519531,37054.519531,11545715999
2023-11-13,37070.304688,37405.117188,36399.605469,36502.355469,36502.355469,19057712790
2023-11-14,36491.789063,36753.351563,34948.500000,35537.640625,35537.640625,23857403554
2023-11-15,35548.113281,37964.894531,35383.781250,37880.582031,37880.582031,27365821679
2023-11-16,37879.980469,37934.625000,35545.472656,36154.769531,36154.769531,26007385366
2023-11-17,36164.824219,36704.484375,35901.234375,36596.683594,36596.683594,22445028430
2023-11-18,36625.371094,36839.281250,36233.312500,36585.703125,36585.703125,11886022717
2023-11-19,36585.765625,37509.355469,36414.597656,37386.546875,37386.546875,12915986553
2023-11-20,37374.074219,37756.820313,36882.531250,37476.957031,37476.957031,20888209068
2023-11-21,37469.160156,37631.140625,35813.812500,35813.812500,35813.812500,25172163756
2023-11-22,35756.554688,37856.980469,35670.972656,37432.339844,37432.339844,24397247860
2023-11-23,37420.433594,37643.917969,36923.863281,37289.621094,37289.621094,14214948217
2023-11-24,37296.316406,38415.339844,37261.605469,37720.281250,37720.281250,22922957823
2023-11-25,37721.414063,37892.429688,37617.417969,37796.792969,37796.792969,9099571165
2023-11-26,37796.828125,37820.300781,37162.750000,37479.121094,37479.121094,13744796068
2023-11-27,37454.191406,37559.355469,36750.128906,37254.167969,37254.167969,19002925720
2023-11-28,37247.992188,38368.480469,36891.089844,37831.085938,37831.085938,21696137014
2023-11-29,37826.105469,38366.113281,37612.632813,37858.492188,37858.492188,20728546658
2023-11-30,37861.117188,38141.753906,37531.140625,37712.746094,37712.746094,18115982627
2023-12-01,37718.007813,38954.109375,37629.359375,38688.750000,38688.750000,23512784002
2023-12-02,38689.277344,39678.937500,38652.593750,39476.332031,39476.332031,15534035612
2023-12-03,39472.207031,40135.605469,39298.164063,39978.390625,39978.390625,15769696322
2023-12-04,39978.628906,42371.750000,39978.628906,41980.097656,41980.097656,39856129827
2023-12-05,41986.265625,44408.664063,41421.148438,44080.648438,44080.648438,36312154535
2023-12-06,44080.023438,44265.769531,43478.082031,43746.445313,43746.445313,29909761586
2023-12-07,43769.132813,44042.589844,42880.648438,43292.664063,43292.664063,27635760671
2023-12-08,43293.136719,44705.515625,43125.296875,44166.601563,44166.601563,24421116687
2023-12-09,44180.019531,44361.257813,43627.597656,43725.984375,43725.984375,17368210171
2023-12-10,43728.382813,44034.625000,43593.285156,43779.699219,43779.699219,13000481418
2023-12-11,43792.019531,43808.375000,40234.578125,41243.832031,41243.832031,40632672038
2023-12-12,41238.734375,42048.304688,40667.562500,41450.222656,41450.222656,24779520132
2023-12-13,41468.464844,43429.781250,40676.867188,42890.742188,42890.742188,26797884674
2023-12-14,42884.261719,43390.859375,41767.089844,43023.972656,43023.972656,25578530178
2023-12-15,43028.250000,43087.824219,41692.968750,41929.757813,41929.757813,19639442462
2023-12-16,41937.742188,42664.945313,41723.113281,42240.117188,42240.117188,14386729590
2023-12-17,42236.109375,42359.496094,41274.542969,41364.664063,41364.664063,16678702876
2023-12-18,41348.203125,42720.296875,40530.257813,42623.539063,42623.539063,25224642008
2023-12-19,42641.511719,43354.296875,41826.335938,42270.527344,42270.527344,23171001281
2023-12-20,42261.300781,44275.585938,42223.816406,43652.250000,43652.250000,27868908174
2023-12-21,43648.125000,44240.667969,43330.050781,43869.152344,43869.152344,22452766169
2023-12-22,43868.988281,44367.957031,43441.968750,43997.902344,43997.902344,21028503216
2023-12-23,44012.199219,44015.699219,43351.355469,43739.542969,43739.542969,13507796558
2023-12-24,43728.367188,43945.523438,42786.917969,43016.117188,43016.117188,18830554085
2023-12-25,43010.574219,43765.093750,42765.769531,43613.140625,43613.140625,21115795370
2023-12-26,43599.847656,43603.175781,41676.488281,42520.402344,42520.402344,30026850982
2023-12-27,42518.468750,43683.160156,42167.582031,43442.855469,43442.855469,25260941032
2023-12-28,43468.199219,43804.781250,42318.550781,42627.855469,42627.855469,22992093014
2023-12-29,42614.644531,43124.324219,41424.062500,42099.402344,42099.402344,26000021055
2023-12-30,42091.753906,42584.125000,41556.226563,42156.902344,42156.902344,16013925945
2023-12-31,42152.097656,42860.937500,41998.253906,42265.187500,42265.187500,16397498810
2024-01-01,42280.234375,44175.437500,42214.976563,44167.332031,44167.332031,18426978443
2024-01-02,44187.140625,45899.707031,44176.949219,44957.968750,44957.968750,39335274536
2024-01-03,44961.601563,45503.242188,40813.535156,42848.175781,42848.175781,46342323118
2024-01-04,42855.816406,44770.023438,42675.175781,44179.921875,44179.921875,30448091210
2024-01-05,44192.980469,44353.285156,42784.718750,44162.691406,44162.691406,32336029347
2024-01-06,44178.953125,44227.632813,43475.156250,43989.195313,43989.195313,16092503468
2024-01-07,43998.464844,44495.570313,43662.230469,43943.097656,43943.097656,19330573863
2024-01-08,43948.707031,47218.000000,43244.082031,46970.503906,46970.503906,42746192015
2024-01-09,46987.640625,47893.699219,45244.714844,46139.730469,46139.730469,39821290992
2024-01-10,46121.539063,47647.222656,44483.152344,46627.777344,46627.777344,50114613298
2024-01-11,46656.074219,48969.371094,45678.644531,46368.585938,46368.585938,45833734549
2024-01-12,46354.792969,46498.136719,41903.769531,42853.167969,42853.167969,43332698900
2024-01-13,42799.445313,43234.660156,42464.144531,42842.382813,42842.382813,20601860469
2024-01-14,42842.261719,43065.597656,41724.613281,41796.269531,41796.269531,17521429522
2024-01-15,41715.066406,43319.722656,41705.417969,42511.968750,42511.968750,22320220558
2024-01-16,42499.335938,43566.273438,42085.996094,43154.945313,43154.945313,24062872740
2024-01-17,43132.101563,43189.890625,42189.308594,42742.652344,42742.652344,20851232595
2024-01-18,42742.312500,42876.347656,40631.171875,41262.058594,41262.058594,25218357242
2024-01-19,41278.460938,42134.160156,40297.457031,41618.406250,41618.406250,25752407154
2024-01-20,41624.589844,41877.894531,41446.824219,41665.585938,41665.585938,11586690904
2024-01-21,41671.488281,41855.367188,41497.007813,41545.785156,41545.785156,9344043642
2024-01-22,41553.652344,41651.207031,39450.117188,39507.367188,39507.367188,31338708143
2024-01-23,39518.714844,40127.351563,38521.894531,39845.550781,39845.550781,29244553045
2024-01-24,39877.593750,40483.785156,39508.796875,40077.074219,40077.074219,22359526178
2024-01-25,40075.550781,40254.480469,39545.664063,39933.808594,39933.808594,18491782013
2024-01-26,39936.816406,42209.386719,39825.691406,41816.871094,41816.871094,25598119893
2024-01-27,41815.625000,42195.632813,41431.281250,42120.054688,42120.054688,11422941934
2024-01-28,42126.125000,42797.175781,41696.910156,42035.593750,42035.593750,16858971687
2024-01-29,42030.914063,43305.867188,41818.332031,43288.246094,43288.246094,20668476578
2024-01-30,43300.226563,43838.945313,42711.371094,42952.609375,42952.609375,23842814518
2024-01-31,42946.250000,43717.406250,42298.945313,42582.605469,42582.605469,24673628793
2024-02-01,42569.761719,43243.167969,41879.191406,43075.773438,43075.773438,21423953779
2024-02-02,43077.640625,43422.488281,42584.335938,43185.859375,43185.859375,18603843039
2024-02-03,43184.964844,43359.941406,42890.808594,42992.250000,42992.250000,11169245236
2024-02-04,42994.941406,43097.644531,42374.832031,42583.582031,42583.582031,14802225490
2024-02-05,42577.621094,43494.250000,42264.816406,42658.667969,42658.667969,18715487317
2024-02-06,42657.390625,43344.148438,42529.019531,43084.671875,43084.671875,16798476726
2024-02-07,43090.019531,44341.949219,42775.957031,44318.222656,44318.222656,21126587775
2024-02-08,44332.125000,45575.839844,44332.125000,45301.566406,45301.566406,26154524080
2024-02-09,45297.382813,48152.496094,45260.824219,47147.199219,47147.199219,39316770844
2024-02-10,47153.527344,48146.171875,46905.320313,47771.277344,47771.277344,16398681570
2024-02-11,47768.968750,48535.937500,47617.406250,48293.917969,48293.917969,19315867136
2024-02-12,48296.386719,50280.476563,47745.761719,49958.222656,49958.222656,34511985805
2024-02-13,49941.359375,50358.390625,48406.496094,49742.441406,49742.441406,35593051468
2024-02-14,49733.445313,52021.371094,49296.832031,51826.695313,51826.695313,39105608050
2024-02-15,51836.785156,52820.066406,51371.628906,51938.554688,51938.554688,38564360533
2024-02-16,51937.726563,52537.968750,51641.367188,52160.203125,52160.203125,28180567298
2024-02-17,52161.675781,52191.914063,50669.667969,51662.996094,51662.996094,20009091006
2024-02-18,51661.968750,52356.964844,51233.707031,52122.546875,52122.546875,17595377311
2024-02-19,52134.812500,52483.324219,51711.820313,51779.144531,51779.144531,21362184346
2024-02-20,51777.726563,52945.050781,50792.312500,52284.875000,52284.875000,33353758256
2024-02-21,52273.535156,52368.816406,50671.757813,51839.179688,51839.179688,28624907020
2024-02-22,51854.644531,52009.613281,50926.292969,51304.972656,51304.972656,25413900611
2024-02-23,51283.906250,51497.933594,50561.777344,50731.949219,50731.949219,21427078270
2024-02-24,50736.371094,51684.195313,50585.445313,51571.101563,51571.101563,15174077879
2024-02-25,51565.214844,51950.027344,51306.171875,51733.238281,51733.238281,15413239245
2024-02-26,51730.539063,54938.175781,50931.031250,54522.402344,54522.402344,34074411896
2024-02-27,54519.363281,57537.839844,54484.199219,57085.371094,57085.371094,49756832031
2024-02-28,57071.097656,63913.132813,56738.425781,62504.789063,62504.789063,83239156760
2024-03-01,61168.062500,61730.261719,61070.078125,61070.078125,61070.078125,62406590464
